user name,user screen name,location,total followers,total friends,total listed,total favorites,total status,is this tweet a quote?,tweet retweet count,favorite count,was this a retweet?,was this favorited,id,created_at,tweet language,text,verified?
,,,,,,,,,,,,,,,,,
b'jon artano izeta',b'jonartano',"b'Bogota, Kolonbia'",2542,1253,18,5034,3775,FALSE,3,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,eu,b'RT @amaia_uribe: El Chapo Guzman 10 karguren ERRUDUN jo du epaimahaiak. Estatu Batuetan sekula epaitu den narkotrafiko kasu handiena da hau\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'Gracie \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f',b'PoliticalGracie',b'',10501,10684,18,39830,128713,TRUE,2543,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @SenTedCruz: America\xe2\x80\x99s justice system prevailed today in convicting Joaqu\xc3\xadn Guzm\xc3\xa1n Loera, aka El Chapo, on all 10 counts.  U.S. prosecut\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'maria peque.',b'peke_rosario',b'buenos aires',394,104,11,28089,39484,FALSE,1574,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'RT @hanalfabeto: En Estados Unidos al Chapo Guzm\xc3\xa1n lo condenaron a cadena perpetua. Ac\xc3\xa1 lo hubieran postulado a gobernador de la provincia\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'Axel Bages',b'axelbages',"b'Caracas, Venezuela.'",1635,654,10,495,44237,FALSE,4761,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,"b'RT @ElyangelicaNews: #ELVEREDICTO Despu\xc3\xa9s de la condena a Joaquin \xe2\x80\x9cEl Chapo\xe2\x80\x9d Guzm\xc3\xa1n, el representante de la DEA dice \xe2\x80\x9cno importa quien seas\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Daveinflint2',b'daveinflint2',"b'Flint, MI'",28,65,0,2084,1894,FALSE,592,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @chuckwoolery: After El Chapo conviction, use seized $14 BILLION to build border wall? https://t.co/tgFOYge56x via @mrwalsh__'",FALSE
,,,,,,,,,,,,,,,,,
b'YankeeGoHome',b'valerona',b' Venezuela',879,2024,8,774,22916,FALSE,60,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'RT @LuciLucia55: #FalseHumanitariamAid la Cruz Roja Internacional lo aclaro en Venezuela NO HAY CONDICIONES PARA APOYAR UNA AYUDA HUMANITAR\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'Miriam \xf0\x9f\x87\xb2\xf0\x9f\x87\xbd',b'MiriamYaneth_',b'',434,382,5,4925,30086,FALSE,331,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @actoravan: I ain\xe2\x80\x99t no snitch but I think el chapo planning his next escape https://t.co/KypYbnP8wm',FALSE
,,,,,,,,,,,,,,,,,
b'jorge de m.',b'jodemr',b'venezuela',306,1237,4,14,28086,FALSE,4761,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,"b'RT @ElyangelicaNews: #ELVEREDICTO Despu\xc3\xa9s de la condena a Joaquin \xe2\x80\x9cEl Chapo\xe2\x80\x9d Guzm\xc3\xa1n, el representante de la DEA dice \xe2\x80\x9cno importa quien seas\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Vince Blackshadow',b'VBlackshadow',b'',6906,7399,14,39354,31845,FALSE,43,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @ChipReiderson: Along with the murder and trafficking charges, El Chapo received an additional 18 months for wearing this shirt. https:/\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'jason',b'SasonPjcully',"b'Kentucky, USA'",151,539,1,7360,14589,FALSE,1266,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @AOCpress: PRESS RELEASE: Congresswoman AOC immediately calls for a full pardon for migrant entrepreneur El Chapo.',FALSE
,,,,,,,,,,,,,,,,,
b'Reyna del C',b'33Reyna',"b'Tabasco, M\xc3\xa9xico'",223,314,0,19373,7101,FALSE,878,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'RT @yustedqueopina: @FelipeCalderon \n-Fraude electoral en 2006\n-Estela de luz\n-Refiner\xc3\xada Bicentenario\n-Odebrecht\n-Guarder\xc3\xada ABC\n-Saqueo a P\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'Bill Stow',b'StowBill',"b'Laguna Woods, CA'",96,214,0,77,220,FALSE,0,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'@SenTedCruz Ted Cruz is distinguished again by another crazy proposal. How did the policy discussion concerning the\xe2\x80\xa6 https://t.co/KgJrfQeCKy',FALSE
,,,,,,,,,,,,,,,,,
b'RLB',b'Rlbphotos',b'',24,16,0,36,151,FALSE,0,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'@AOC @AOC use the El Chapo $14BB  to build the wall. It was confiscated from drugs coming \xe2\x80\x9cthrough our ports of entry\xe2\x80\x9d',FALSE
,,,,,,,,,,,,,,,,,
b'Danny Hooley',b'dhoohoo',"b'Durham, NC'",319,761,19,21912,20706,TRUE,1208,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @adamcbest: So let me get this straight. Ted Cruz wants to use money seized from El Chapo to fund the wall. The same El Chapo whose cart\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'MARIA',b'nogogu',b'Colombia',3406,4628,102,14112,476049,FALSE,55,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'RT @maibortpetit: El Chapo Guzm\xc3\xa1n: Culpable\nEl Chapo se enfrenta a una condena obligatoria de cadena perpetua\nhttps://t.co/lX4AHsOzPG https\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'The Sempars',b'The_Sempars',b'Merica',9,32,0,896,671,FALSE,1153,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @thehill: Ted Cruz calls on Senate to pass bill to make ""El Chapo"" pay for border wall https://t.co/xl7q7Jlr0n https://t.co/wHmcmKPV8x'",FALSE
,,,,,,,,,,,,,,,,,
b'Joycelynn Maes',b'MaesJoycelynn',"b'Colorado, USA'",1415,2426,0,9669,15498,FALSE,218,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @KTULNews: Ted Cruz wants to pass ""El Chapo Act"" to make notorious drug lord pay for border wall https://t.co/EF7WYzCkVn https://t.co/WV\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'nATti \xf0\x9f\xa4\xa9',b'nataliaaveee',"b'Texas, USA'",492,503,0,12620,4382,FALSE,34,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @SoMexicans: Guards: are you breaking out again? \n\nEl Chapo: https://t.co/xf245ay035',FALSE
,,,,,,,,,,,,,,,,,
b'Tricia4Trump',b'Tricia4Trump',b'United States',11747,11683,2,38399,21578,FALSE,1,1,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b""We can build the wall AND have El Chapo pay for it... @tedcruz's #ELCHAPOAct is how. Stand with Ted Cruz and add yo\xe2\x80\xa6 https://t.co/8FBOTrV60Y""",FALSE
,,,,,,,,,,,,,,,,,
b'emDub',b'willmdashw',b'Portland Oregon',189,382,2,46791,33590,FALSE,323,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @funder: .@TedCruz-Your idea of taking money seized from El Chapo and using it to build a wall, is your dumbest idea since you decided r\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Sanam Dhingra',b'dhingra_sanam',"b'New Delhi, India'",41,24,0,4363,3612,FALSE,6,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b""RT @timesofindia: Mexico's 'El Chapo' found guilty in US drug trial https://t.co/Gai4UN6LI5 via @TOIWorld""",FALSE
,,,,,,,,,,,,,,,,,
b'Ken Courtice',b'CourticeKen',"b'LONDON , Ontario , CANADA '",1299,920,444,98428,76621,FALSE,872,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @realDonaldTrFan: Mexican Drug Lord ""El Chapo"" was found GUILLTY! (Thanks to ME!) He used lots of ways to ILLEGALLY smugle Billions of D\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'W K',b'Hisoneslv',"b'Oregon, USA'",846,1142,0,4654,3885,FALSE,1276,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b""RT @TheDemCoalition: Don\xe2\x80\x99t retweet this evidence that @DonaldJTrumpJr is tied to El Chapo's Mexican drug cartel. It could make Don Jr angry\xe2\x80\xa6""",FALSE
,,,,,,,,,,,,,,,,,
b'EVANLONG',b'DamianL45216827',b'',12,49,0,183,192,FALSE,1408,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'RT @AntiTelevisaMx: Resumen del juicio de El Chapo:\n\n-Acusan a Fox de aceptar sobornos del Chapo Guzm\xc3\xa1n\n\n-Acusan a Calder\xc3\xb3n de recibir mdd\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'Alabama News Network',b'ALNewsNetwork',"b'Montgomery, Alabama'",26172,954,435,2223,59355,FALSE,1,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @ALNewsNetwork: Drug Lord \xe2\x80\x9cEl Chapo\xe2\x80\x9d Convicted of All 10 Charges, Expected to Appeal  https://t.co/YNY65TK8cE'",FALSE
,,,,,,,,,,,,,,,,,
b'Paola #CPT',b'PaolaLoca',b'',581,640,5,67534,29970,FALSE,20,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'RT @JJDiazMachuca: MIENTRAS EN USA DECLARAN AL CHAPO CULPABLE A CADENA PERPETUA. \nEn M\xc3\xa9xico @lopezobrador_ y @PartidoMorenaMx les paga a lo\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'\xe3\x82\xb4\xe3\x83\xab\xe3\x83\x95\xe3\x83\x8b\xe3\x83\xa5\xe3\x83\xbc\xe3\x82\xb9\xe3\x81\xbe\xe3\x81\xa8\xe3\x82\x81',b'fishas0607',b'\xe6\x97\xa5\xe6\x9c\xac \xe6\x9d\xb1\xe4\xba\xac',1636,2018,0,0,28488,FALSE,0,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'El Chapo Was Once Mexico\xe2\x80\x99s Most Wanted. Now He\xe2\x80\x99s Old News. \xe2\x80\x93 The New York\xc2\xa0Times https://t.co/lErqCUwL3M',FALSE
,,,,,,,,,,,,,,,,,
b'CarolK',b'FlyoverRed',b'Midwest',1959,2788,27,14471,41642,FALSE,2221,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @charliekirk11: Why don\xe2\x80\x99t we use the $14 BILLION we seized from El Chapo to fund the wall?\n\n\xf0\x9f\xa4\x94',FALSE
,,,,,,,,,,,,,,,,,
b'rafael gallardo',b'rafagallardo123',b'Argentina Tucuman',493,166,8,13314,27516,FALSE,2,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,"b'RT @radiomitre: As\xc3\xad lo decret\xc3\xb3 la Justicia de Estados Unidos. El l\xc3\xadder del c\xc3\xa1rtel de Sinaloa ""El Chapo"" Guzm\xc3\xa1n fue declarado culpable de lo\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Remigio Argumedo',b'RAULNUEZTREJO1',b'',2105,1876,11,8137,30890,FALSE,70,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,"b'RT @liliilvolitacn1: Campa\xc3\xb1a de EPN fue financiada por ""El Chapo"" con millones de d\xc3\xb3lares: exdirector de la DEA\n\nEsto no es de extra\xc3\xb1arse,\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Manolo Alonso',b'liyomx',"b'Quer\xc3\xa9taro, Quer\xc3\xa9taro Arteaga'",414,1149,7,161,35429,FALSE,0,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'Dos hombres fueron expulsados del juzgado despu\xc3\xa9s de que se descubri\xc3\xb3 que durante varios d\xc3\xadas fingieron ser asisten\xe2\x80\xa6 https://t.co/8bzBP4UtKp',FALSE
,,,,,,,,,,,,,,,,,
"b'Lisa, for Queen & Country'",b'Purrpatrol',b'Wonderland',6396,7044,186,155584,300402,FALSE,673,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @DGPurser: In New York, El Chapo, a notorious murderer and gangster, gets a lighter sentence than unborn babies.\n\nHe gets his life, the\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Sharon A. Anderson',b'SharonAAnderso6',b'',29,254,0,5003,2857,FALSE,548,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @PalmerReport: El Chapo has finally been convicted. They said it couldn\xe2\x80\x99t be done. It took a years-long complex investigation, several c\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'John Holmes Jr',b'WireWizard1957',b'Florida',45,192,0,299,627,FALSE,0,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b""What we need to do isn't complicated... Stop the human traffickers. Stop the drug traffickers. And #BuildTheWall!\xe2\x80\xa6 https://t.co/vxToY4YA61""",FALSE
,,,,,,,,,,,,,,,,,
b'Araceli Galarza',b'araceligalarza_',b'',168,179,0,5744,2815,FALSE,2,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @melmaroo: El chapo\xe2\x80\x99s story is wild I need a movie',FALSE
,,,,,,,,,,,,,,,,,
b'Manda',b'Made_In93',"b'704 , 336 '",591,565,0,481,22530,TRUE,1208,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @adamcbest: So let me get this straight. Ted Cruz wants to use money seized from El Chapo to fund the wall. The same El Chapo whose cart\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'Raquelinna',b'Raquelinna01',b'',260,521,0,24174,57103,FALSE,13,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,"b'RT @maibortpetit: Con ""El Chapo"" fuera de la escena, ""El Mayo"" y ""El Mencho"" se consolidan como los jefes del narco https://t.co/yntUYOznwB'",FALSE
,,,,,,,,,,,,,,,,,
b'Donna \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f',b'DonnaGirard6',"b'North Carolina, USA'",1213,1687,3,53063,76033,FALSE,2221,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @charliekirk11: Why don\xe2\x80\x99t we use the $14 BILLION we seized from El Chapo to fund the wall?\n\n\xf0\x9f\xa4\x94',FALSE
,,,,,,,,,,,,,,,,,
b'Alecia Alexander',b'aleciaalexander',"b'Houston, TX'",614,2192,2,25529,14594,TRUE,2544,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @SenTedCruz: America\xe2\x80\x99s justice system prevailed today in convicting Joaqu\xc3\xadn Guzm\xc3\xa1n Loera, aka El Chapo, on all 10 counts.  U.S. prosecut\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'LindaJ\xf0\x9f\x98\xb8',b'BeChristianLady',"b'California, USA'",1108,747,29,13774,16450,FALSE,9,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b""RT @ashleyshafferx: Looks like 'El Chapo' is not getting out this time. What happened in America today? Let me fill you in. #TheShortList\nh\xe2\x80\xa6""",FALSE
,,,,,,,,,,,,,,,,,
b'Mariale Guillen',b'marialegui',b'En el mundo.',82,1976,0,864,2318,FALSE,4761,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,"b'RT @ElyangelicaNews: #ELVEREDICTO Despu\xc3\xa9s de la condena a Joaquin \xe2\x80\x9cEl Chapo\xe2\x80\x9d Guzm\xc3\xa1n, el representante de la DEA dice \xe2\x80\x9cno importa quien seas\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Suddgey Vivas',b'suddgey28',b'',53,294,0,3275,3760,FALSE,4761,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,"b'RT @ElyangelicaNews: #ELVEREDICTO Despu\xc3\xa9s de la condena a Joaquin \xe2\x80\x9cEl Chapo\xe2\x80\x9d Guzm\xc3\xa1n, el representante de la DEA dice \xe2\x80\x9cno importa quien seas\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Conservativlibrarian',b'conlibrarian',"b'Texas, USA \xf0\x9f\x87\xba\xf0\x9f\x87\xb8'",810,440,28,33240,138177,FALSE,24,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b""RT @RedNationRising: I vote that we use the $14 BILLION we seized from El Chapo to fund the wall\n\nWho's with me? \xf0\x9f\x99\x8b\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f""",FALSE
,,,,,,,,,,,,,,,,,
b'Mamabone \xf0\x9f\x8c\x9f\xf0\x9f\x8c\x9f\xf0\x9f\x8c\x9f',b'Bone_Brake',b'',16129,13217,23,52810,38522,FALSE,65,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b""RT @M4G4G1RL: #PassElChapoActNow \nWe can build the wall AND have El Chapo pay for it... @tedcruz's #ELCHAPOAct is how. Stand with Ted Cruz\xe2\x80\xa6""",FALSE
,,,,,,,,,,,,,,,,,
b'thamara',b'fwthamara',b'',43,46,0,865,600,FALSE,1124,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @HOMEBOY187_: Inmates: are you breaking out again? \n\nEl Chapo: https://t.co/1LiEXPnan1',FALSE
,,,,,,,,,,,,,,,,,
b'Fisk M. Tillit-Urtz \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f',b'FakeNewsFisker',b'Connecticut',5175,5470,3,12847,10417,FALSE,1425,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @SenTedCruz: It\xe2\x80\x99s time to pass my EL CHAPO Act. I urge my Senate colleagues to take swift action on this crucial legislation. #SecureThe\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'M\xc3\xb3nica Franco',b'monisfranco',"b'Puebla, M\xc3\xa9xico.'",1731,1408,13,2758,2979,FALSE,174,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'RT @HuffPostMexico: LO \xc3\x9aLTIMO: Culpable: el Chapo jam\xc3\xa1s volver\xc3\xa1 a salir de prisi\xc3\xb3n. https://t.co/8ExAo9Tnhe https://t.co/t5E6hEf4rm',FALSE
,,,,,,,,,,,,,,,,,
b'Rena',b'RerukiRena',"b'Florida, USA'",2048,2043,18,26035,21104,FALSE,2221,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @charliekirk11: Why don\xe2\x80\x99t we use the $14 BILLION we seized from El Chapo to fund the wall?\n\n\xf0\x9f\xa4\x94',FALSE
,,,,,,,,,,,,,,,,,
b'FANNY MARTINEZ',b'FannyxiomaraM',b'Venezuela',473,707,7,195,54402,FALSE,261,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'RT @GenPenaloza: CHAPO GUZM\xc3\x81N condenado a cadena perpetua al ser hallado culpable de todos los delitos que le fueron imputados. No volver\xc3\xa1\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'SweetDee',b'sweetdeesez',b'USA',6664,1333,83,276063,125464,FALSE,0,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,und,b'https://t.co/X2rKF7O5Nf',FALSE
,,,,,,,,,,,,,,,,,
b'Xiomara Saavedra',b'XJerseygirl61',b'',228,178,0,15613,7753,FALSE,12,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @NPR: Joaqu\xc3\xadn ""El Chapo"" Guzm\xc3\xa1n, who led Mexico\'s Sinaloa cartel, faces life in prison after being found guilty today on all 10 counts r\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'James Howard',b'JamesHo18754562',b'',18,439,0,192,41,FALSE,2221,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @charliekirk11: Why don\xe2\x80\x99t we use the $14 BILLION we seized from El Chapo to fund the wall?\n\n\xf0\x9f\xa4\x94',FALSE
,,,,,,,,,,,,,,,,,
b'Billy Brown',b'rawhid2000',b'Greater Western Kentucky',47,172,0,1671,925,FALSE,3649,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b""RT @tedcruz: Let's pass the EL CHAPO Act and make El Chapo pay to secure our border: https://t.co/xBCc6dVaR2""",FALSE
,,,,,,,,,,,,,,,,,
b'243safari',b'243safari1',"b'Texas, USA'",9,37,0,521,457,FALSE,2221,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @charliekirk11: Why don\xe2\x80\x99t we use the $14 BILLION we seized from El Chapo to fund the wall?\n\n\xf0\x9f\xa4\x94',FALSE
,,,,,,,,,,,,,,,,,
b'Sandi Hughes',b'SandiHughesNJ',"b'New Jersey, USA'",814,1877,7,44722,8396,FALSE,1125,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b""RT @grantstern: Trump and his son cry incessantly about El Chapo and their ludicrous border wall, but they're perfectly comfortable with ta\xe2\x80\xa6""",FALSE
,,,,,,,,,,,,,,,,,
b'AhavaShalom\xe2\x9c\xa1',b'jdwstangs3',b'United States',800,1350,8,4765,22515,FALSE,2221,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @charliekirk11: Why don\xe2\x80\x99t we use the $14 BILLION we seized from El Chapo to fund the wall?\n\n\xf0\x9f\xa4\x94',FALSE
,,,,,,,,,,,,,,,,,
b'Nellitaguz.',b'nelitaguz',b'',528,229,4,28445,45627,FALSE,2086,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'RT @elcitizen: El Chapo sentenciado ... sabes todos caen. Ojo Diosdado t\xc3\xba est\xc3\xa1s en la lista by the way...',FALSE
,,,,,,,,,,,,,,,,,
b'V\xc3\xa9lez JUAN kamilo',b'kamivelezr',b'Colombia',672,1331,13,2120,68942,FALSE,2086,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'RT @elcitizen: El Chapo sentenciado ... sabes todos caen. Ojo Diosdado t\xc3\xba est\xc3\xa1s en la lista by the way...',FALSE
,,,,,,,,,,,,,,,,,
b'Buildn.com',b'Kimberleyaz',"b'Chandler, Az'",293,124,37,461,678,FALSE,0,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b""Ted Cruz pushes for El Chapo to pay for the wall after drug lord's conviction - CNN Politics   Now this is a great\xe2\x80\xa6 https://t.co/ojOV1UMUL8""",FALSE
,,,,,,,,,,,,,,,,,
b'AMLONEWS',b'OnoticiasAml',b'',258,787,2,612,743,FALSE,2,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,"b'RT @EjeCentral: El Chapo no tiene oportunidad para salir de prisi\xc3\xb3n y su juicio es un triunfo para la justicia de #EU, dijo el Fiscal de NY\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Carmen Isabel Cabo',b'carmencabosalas',b'Corrientes',262,356,0,8660,18518,FALSE,1574,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'RT @hanalfabeto: En Estados Unidos al Chapo Guzm\xc3\xa1n lo condenaron a cadena perpetua. Ac\xc3\xa1 lo hubieran postulado a gobernador de la provincia\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'TheChristiansNewSheriffInTown',b'TCNSIT',"b'Oregon, USA'",11172,11245,5,52998,59382,FALSE,9,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @ASimplePatriot: Ted Cruz Calls on Senate to Pass ""El Chapo"" Law to Fund Trump Border Wall https://t.co/PBCJ6cn2hK'",FALSE
,,,,,,,,,,,,,,,,,
b'Maxine mangus',b'MaxineMangus',b'',386,242,6,55340,32721,FALSE,2221,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @charliekirk11: Why don\xe2\x80\x99t we use the $14 BILLION we seized from El Chapo to fund the wall?\n\n\xf0\x9f\xa4\x94',FALSE
,,,,,,,,,,,,,,,,,
b'J B',b'jajubuca',b'CARACAS-VENEZUELA',725,1786,6,13152,35764,FALSE,65,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,"b'RT @monicacorrales: Vamos a dejarle por aqu\xc3\xad este ""espejito"" al chapo del Mazo y a su narco-generalato. \xf0\x9f\x91\x87\n\nEl Chapo Guzm\xc3\xa1n es declarado cul\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Ron',b'Bubbaluvspng',b'',945,195,1,73640,23406,FALSE,189,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @barmore27: Ted Cruz Calls on Senate to Pass ""El Chapo"" Law to Fund Trump Border Wall\n\nDemocrats love to spend your money.\nBut they refu\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Gio',b'Gio_Acu',b'Aqu\xc3\xad nom\xc3\xa1s',209,144,7,3933,33868,FALSE,41,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,b'RT @Excelsior: \xc3\x89l y otros 12 compa\xc3\xb1eros regresar\xc3\xa1n a M\xc3\xa9xico y se les ser\xc3\xa1n retirados los pasaportes diplom\xc3\xa1ticos. \nhttps://t.co/Exja3UGdtL',FALSE
,,,,,,,,,,,,,,,,,
b'Dawn F swettman\xe2\xad\x90\xe2\xad\x90\xe2\xad\x90 proudly followed by Gen Flynn',b'SwettmanF',b'VENICE Florida',14892,16365,23,70894,125967,FALSE,45,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,"b'RT @LNW4Trump: YES @SenTedCruz! Make it happen, Americans Stand with you \xf0\x9f\x92\xaf%! \n#BuildTheWall \n#PassElChapoActNow\n@senatemajldr \n@SenateGOP\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Gisel Hernandez',b'ClaudiaGiselH',b'',360,336,1,10375,5775,FALSE,2,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,"b'RT @JJesusEsquivel: Siete Minutos de Noticias e Iron\xc3\xadas: El Chapo, culpable de todos los cargos de narcotr\xc3\xa1fico https://t.co/7vcLVk773X'",FALSE
,,,,,,,,,,,,,,,,,
b'Deborah Shank',b'DeborahS64',b'',3714,4050,0,11434,14398,FALSE,504,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @RagingGayCons: Senator Ted Cruz is proposing a bill that would use the $14 billion in seized assets from El Chapo to pay for a border w\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'charles smith',b'echas3wi',b'',1587,1724,10,41218,35482,FALSE,2221,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,en,b'RT @charliekirk11: Why don\xe2\x80\x99t we use the $14 BILLION we seized from El Chapo to fund the wall?\n\n\xf0\x9f\xa4\x94',FALSE
,,,,,,,,,,,,,,,,,
b'Arboye',b'Arboye',b'',517,672,5,160,30650,FALSE,782,0,FALSE,FALSE,1.10E+18,2/13/2019 2:11,es,"b'RT @mtruzmanp: Sentenciado a cadena perpetua en una c\xc3\xa1rcel de los EEUU al Chapo Guzm\xc3\xa1n, le deseo el mismo destino al capo Diosdado Cabello.\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
